DateTime,Financial_Year,Voucher_No,Voucher_Type,Branch,Cost_Center,Party_Code,Party_Name,GSTIN,State,Item_Code,Item_Name,HSN_Code,Quantity,Rate,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Invoice_Total,Payment_Mode,Payment_Status,Entered_By,Record_Status,Is_Anomaly,Anomaly_Type,Anomaly_Severity,Expected_Value,Actual_Value,Audit_Reason
09-03-2027,2024-25,VCH-013158,Sales,Pune Branch,Purchase,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM002,Gaming Laptop,8471,12,92283.46,1107401.52,18,0.0,0.0,199332.27,INV-0013158,NEFT,Partly Paid,accounts1,Normal,0,,Normal,,,
11-04-2025,2025-26,VCH-013159,Debit Note,Mumbai HO,Administration,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM007,Laser Printer,8443,1,18710.64,18710.64,18,1683.96,1683.96,0.0,INV-0013159,Credit,Partly Paid,sales1,Normal,1,Backdated Entry,Medium,,,Voucher date is unusually far behind the surrounding transaction period.
02-03-2027,2024-25,VCH-013160,Sales Return,Pune Branch,Sales,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM009,Wi-Fi Router,8517,3,3940.56,-11821.68,18,0.0,0.0,-2127.9,INV-0013160,Credit,Pending,admin,Normal,0,,Normal,,,
14-12-2025,2026-27,VCH-013161,Journal,Pune Branch,Warehouse,,,,,ITM006,Wireless Mouse,8471,1,0.0,108840.76,18,0.0,0.0,0.0,INV-0013161,UPI,Cleared,sales2,Normal,0,,Normal,,,
21-11-2026,2025-26,VCH-013162,Payment,Mumbai HO,Sales,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM007,Laser Printer,8443,1,0.0,6302.62,18,0.0,0.0,0.0,INV-0013162,NEFT,Pending,accounts2,Normal,0,,Normal,,,
21-02-2027,2025-26,VCH-013163,Credit Note,Mumbai HO,IT Support,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM005,Mechanical Keyboard,8471,1,2763.97,-2763.97,18,0.0,0.0,-497.51,INV-0013163,UPI,Cleared,sales2,Normal,0,,Normal,,,
14-06-2026,2025-26,VCH-013164,Payment,Pune Branch,IT Support,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM001,Business Laptop,8471,1,0.0,225813.48,18,0.0,0.0,0.0,INV-0013164,NEFT,Pending,accounts2,Normal,0,,Normal,,,
20-06-2026,2025-26,VCH-013165,Sales,Bengaluru Branch,IT Support,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM009,Wi-Fi Router,8517,4,4631.67,18526.68,18,0.0,0.0,3334.8,INV-0013165,Bank,Cleared,sales2,Normal,1,Suspicious User Activity,High,,,Transaction is associated with an unusual user/activity pattern.
30-09-2026,2024-25,VCH-013166,Sales,Ahmedabad Branch,IT Support,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM005,Mechanical Keyboard,8471,6,3887.51,23325.06,18,0.0,0.0,4198.51,INV-0013166,NEFT,Pending,sales2,Normal,0,,Normal,,,
23-09-2025,2024-25,VCH-013167,Sales,Bengaluru Branch,IT Support,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM007,Laser Printer,8443,13,15767.97,204983.61,18,0.0,0.0,36897.05,INV-0013167,Bank,Partly Paid,accounts1,Normal,1,Missing Reference,Medium,,,Required supporting reference is absent.
08-08-2025,2026-27,VCH-013168,Payment,Pune Branch,Purchase,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM002,Gaming Laptop,8471,1,0.0,142950.89,18,0.0,0.0,0.0,INV-0013168,Credit,Cleared,sales2,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
07-12-2025,2026-27,VCH-013169,Credit Note,Pune Branch,Sales,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM012,UPS 1KVA,8504,1,4671.63,-4671.63,18,0.0,0.0,-840.89,INV-0013169,RTGS,Cleared,admin,Normal,0,,Normal,,,
16-03-2026,2025-26,VCH-013170,Payment,Mumbai HO,Warehouse,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM012,UPS 1KVA,8504,1,0.0,85547.22,18,0.0,0.0,0.0,INV-0013170,Credit,Pending,purchase1,Normal,0,,Normal,,,
25-09-2026,2024-25,VCH-013171,Purchase,Bengaluru Branch,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM003,24-inch Monitor,8528,7,9502.45,66517.15,18,0.0,0.0,11973.09,INV-0013171,Credit,Cleared,accounts2,Normal,0,,Normal,,,
05-10-2025,2025-26,VCH-013172,Sales,Mumbai HO,Purchase,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM009,Wi-Fi Router,8517,9,5421.52,48793.68,18,0.0,0.0,8782.86,INV-0013172,NEFT,Cleared,purchase1,Normal,1,Unusual Amount,Medium,,,Transaction amount is statistically unusual compared with the baseline.
18-05-2026,2025-26,VCH-013173,Purchase Return,Ahmedabad Branch,IT Support,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM010,1080p Webcam,8525,14,3197.58,-44766.12,18,0.0,0.0,-8057.9,INV-0013173,Credit,Cleared,admin,Normal,0,,Normal,,,
03-04-2025,2025-26,VCH-013174,Purchase Return,Ahmedabad Branch,Administration,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM010,1080p Webcam,8525,5,3538.51,-17692.55,18,0.0,0.0,-3184.66,INV-0013174,RTGS,Pending,sales1,Normal,0,,Normal,,,
23-04-2025,2024-25,VCH-013175,Credit Note,Ahmedabad Branch,Purchase,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM011,Network Switch,8517,1,6262.17,-6262.17,18,0.0,0.0,-1127.19,INV-0013175,UPI,Pending,accounts2,Normal,0,,Normal,,,
07-03-2027,2025-26,VCH-013176,Sales,Ahmedabad Branch,IT Support,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM008,1TB SSD,8523,2,7497.4,14994.8,18,0.0,0.0,2699.06,INV-0013176,UPI,Cleared,sales1,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
12-12-2026,2024-25,VCH-013177,Payment,Bengaluru Branch,IT Support,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM010,1080p Webcam,8525,1,0.0,126195.33,18,0.0,0.0,0.0,INV-0013177,Credit,Pending,admin,Normal,0,,Normal,,,
22-12-2026,2025-26,VCH-013178,Sales Return,Ahmedabad Branch,Sales,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM002,Gaming Laptop,8471,15,73128.96,-1096934.4,18,-98724.1,-98724.1,0.0,INV-0013178,NEFT,Cleared,admin,Normal,1,Unusual Amount,Medium,,,Transaction amount is statistically unusual compared with the baseline.
26-11-2025,2025-26,VCH-013179,Receipt,Pune Branch,Warehouse,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM002,Gaming Laptop,8471,1,0.0,159649.37,18,0.0,0.0,0.0,INV-0013179,RTGS,Cleared,sales1,Normal,0,,Normal,,,
10-04-2026,2024-25,VCH-013180,Sales,Mumbai HO,Purchase,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM008,1TB SSD,8523,6,8377.85,50267.1,18,0.0,0.0,9048.08,INV-0013180,RTGS,Partly Paid,accounts2,Normal,0,,Normal,,,
06-08-2026,2024-25,VCH-013181,Purchase,Ahmedabad Branch,Warehouse,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM005,Mechanical Keyboard,8471,15,2894.66,43419.9,18,3907.79,3907.79,0.0,INV-0013181,Credit,Cleared,admin,Normal,0,,Normal,,,
03-10-2025,2026-27,VCH-013182,Credit Note,Ahmedabad Branch,Purchase,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM008,1TB SSD,8523,1,6008.68,-6008.68,18,-540.78,-540.78,0.0,INV-0013182,UPI,Cleared,purchase1,Normal,1,Unusual Amount,Medium,,,Transaction amount is statistically unusual compared with the baseline.
26-09-2026,2025-26,VCH-013183,Purchase,Ahmedabad Branch,Sales,SUP006,Western Tech Imports,0,Maharashtra,ITM008,1TB SSD,8523,10,5548.68,55486.8,18,4993.81,4993.81,0.0,INV-0013183,RTGS,Cleared,sales2,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
19-08-2026,2024-25,VCH-013184,Sales,Bengaluru Branch,Purchase,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM011,Network Switch,8517,13,9595.61,124742.93,18,0.0,0.0,22453.73,INV-0013184,Credit,Cleared,sales2,Normal,0,,Normal,,,
23-01-2026,2024-25,VCH-013185,Sales,Ahmedabad Branch,Sales,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM006,Wireless Mouse,8471,14,1427.27,19981.78,18,0.0,0.0,3596.72,INV-0013185,UPI,Pending,accounts2,Normal,0,,Normal,,,
12-02-2026,2026-27,VCH-013186,Sales,Ahmedabad Branch,Purchase,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM005,Mechanical Keyboard,8471,9,4050.69,36456.21,18,3281.06,3281.06,0.0,INV-0013186,RTGS,Cleared,purchase1,Normal,0,,Normal,,,
11-11-2025,2024-25,VCH-013187,Sales,Ahmedabad Branch,IT Support,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM007,Laser Printer,8443,4,17713.43,70853.72,18,6376.83,6376.83,0.0,INV-0013187,Credit,Partly Paid,sales1,Normal,0,,Normal,,,
08-11-2026,2025-26,VCH-013188,Purchase,Bengaluru Branch,Sales,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM012,UPS 1KVA,8504,9,5596.15,50365.35,18,0.0,0.0,9065.76,INV-0013188,Credit,Pending,sales2,Normal,0,,Normal,,,
22-03-2027,2026-27,VCH-013189,Payment,Ahmedabad Branch,Purchase,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM005,Mechanical Keyboard,8471,1,0.0,131956.6,18,0.0,0.0,0.0,INV-0013189,RTGS,Pending,sales1,Normal,0,,Normal,,,
31-03-2027,2025-26,VCH-013190,Journal,Ahmedabad Branch,Administration,,,,,ITM005,Mechanical Keyboard,8471,1,0.0,181497.75,18,0.0,0.0,0.0,INV-0013190,Cash,Cleared,sales2,Normal,0,,Normal,,,
16-10-2026,2025-26,VCH-013191,Purchase,Pune Branch,Purchase,SUP001,Prime Components,27SUPPL1234A1Z5,Maharashtra,ITM006,Wireless Mouse,8471,11,1000.93,11010.23,18,990.92,990.92,0.0,INV-0013191,Cash,Cleared,admin,Normal,0,,Normal,,,
11-12-2025,2026-27,VCH-013192,Purchase,Pune Branch,IT Support,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM007,Laser Printer,8443,7,11959.47,83716.29,18,0.0,0.0,15068.93,INV-0013192,RTGS,Cleared,accounts2,Normal,0,,Normal,,,
23-10-2026,2025-26,VCH-013193,Sales,Ahmedabad Branch,IT Support,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM003,24-inch Monitor,8528,10,13463.18,134631.8,18,0.0,0.0,24233.72,INV-0013193,RTGS,Cleared,sales2,Normal,0,,Normal,,,
26-09-2025,2026-27,VCH-013194,Purchase,Ahmedabad Branch,Warehouse,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM005,Mechanical Keyboard,8471,15,2992.58,44888.7,18,0.0,0.0,8079.97,INV-0013194,UPI,Pending,purchase1,Normal,0,,Normal,,,
15-01-2027,2024-25,VCH-013195,Sales,Bengaluru Branch,IT Support,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM005,Mechanical Keyboard,8471,7,3733.28,26132.96,18,0.0,0.0,4703.93,INV-0013195,UPI,Cleared,accounts1,Normal,0,,Normal,,,
13-10-2025,2026-27,VCH-013196,Sales,Bengaluru Branch,IT Support,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM006,Wireless Mouse,8471,9,1322.47,11902.23,18,0.0,0.0,2142.4,INV-0013196,RTGS,Cleared,accounts2,Normal,0,,Normal,,,
20-01-2026,2024-25,VCH-013197,Sales,Bengaluru Branch,Administration,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM012,UPS 1KVA,8504,11,7279.92,80079.12,18,0.0,0.0,14414.24,INV-0013197,Credit,Cleared,sales2,Normal,0,,Normal,,,
08-06-2025,2024-25,VCH-013198,Purchase,Bengaluru Branch,Warehouse,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM003,24-inch Monitor,8528,4,8096.63,32386.52,18,2914.79,2914.79,0.0,INV-0013198,RTGS,Partly Paid,purchase1,Normal,0,,Normal,,,
30-05-2025,2026-27,VCH-013199,Sales,Pune Branch,Administration,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM005,Mechanical Keyboard,8471,12,3773.17,45278.04,18,0.0,0.0,8150.05,INV-0013199,Bank,Cleared,accounts1,Normal,0,,Normal,,,
13-01-2026,2026-27,VCH-013200,Journal,Bengaluru Branch,Sales,,,0,,ITM009,Wi-Fi Router,8517,1,0.0,112700.47,18,0.0,0.0,0.0,INV-0013200,RTGS,Cleared,purchase1,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
07-05-2026,2024-25,VCH-013201,Payment,Mumbai HO,Warehouse,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM001,Business Laptop,8471,1,0.0,56309.98,18,0.0,0.0,0.0,INV-0013201,NEFT,Pending,accounts2,Normal,0,,Normal,,,
13-04-2025,2025-26,VCH-013202,Purchase,Mumbai HO,Sales,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM001,Business Laptop,8471,7,40865.41,286057.87,18,0.0,0.0,51490.42,INV-0013202,Credit,Pending,purchase1,Normal,0,,Normal,,,
09-12-2026,2025-26,VCH-013203,Payment,Bengaluru Branch,Sales,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM009,Wi-Fi Router,8517,1,0.0,91210.56,18,0.0,0.0,0.0,INV-0013203,RTGS,Partly Paid,purchase1,Normal,0,,Normal,,,
23-06-2025,2026-27,VCH-013204,Debit Note,Ahmedabad Branch,Administration,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM003,24-inch Monitor,8528,1,11813.71,11813.71,18,0.0,0.0,2126.47,INV-0013204,UPI,Pending,sales2,Normal,0,,Normal,,,
30-03-2027,2024-25,VCH-013205,Sales,Pune Branch,Sales,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM008,1TB SSD,8523,1,8575.91,8575.91,18,0.0,0.0,1543.66,INV-0013205,NEFT,Cleared,sales2,Normal,0,,Normal,,,
16-10-2025,2025-26,VCH-013206,Purchase,Bengaluru Branch,IT Support,SUP003,Nova Electronics,0,Delhi,ITM012,UPS 1KVA,8504,2,4730.54,9461.08,18,0.0,0.0,1702.99,INV-0013206,UPI,Cleared,accounts2,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
02-01-2026,2024-25,VCH-013207,Sales,Bengaluru Branch,Purchase,CUST008,Prime Business Hub,08ABCDE8901N1Z8,Rajasthan,ITM011,Network Switch,8517,13,9595.61,124742.93,18,0.0,0.0,22453.73,INV-0069953,Credit,Cleared,sales2,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0069953,Invoice identifier appears duplicated or reused.
26-07-2025,2024-25,VCH-013208,Sales,Bengaluru Branch,Warehouse,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM005,Mechanical Keyboard,8471,1,3856.05,3856.05,18,0.0,0.0,694.09,INV-0013208,Bank,Cleared,sales2,Normal,0,,Normal,,,
23-11-2026,2025-26,VCH-013209,Purchase,Bengaluru Branch,Sales,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM004,27-inch Monitor,8528,11,15438.91,169828.01,18,0.0,0.0,30569.04,INV-0013209,Cash,Partly Paid,accounts2,Normal,0,,Normal,,,
17-09-2026,2025-26,VCH-013210,Sales,Ahmedabad Branch,Sales,CUST001,Apex Infotech,27ABCDE1234F1Z5,Maharashtra,ITM001,Business Laptop,8471,9,53049.65,477446.85,18,42970.22,42970.22,0.0,INV-0013210,RTGS,Cleared,purchase1,Normal,0,,Normal,,,
28-05-2025,2025-26,VCH-013211,Sales,Mumbai HO,Warehouse,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM007,Laser Printer,8443,8,17425.61,139404.88,18,0.0,0.0,25092.88,INV-0013211,Cash,Cleared,purchase1,Normal,0,,Normal,,,
17-06-2025,2024-25,VCH-013212,Receipt,Pune Branch,Warehouse,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM010,1080p Webcam,8525,1,0.0,180129.64,18,0.0,0.0,0.0,INV-0013212,Credit,Pending,accounts2,Normal,1,Duplicate Payment,High,,,Payment pattern is consistent with a duplicate settlement.
19-06-2026,2024-25,VCH-013213,Receipt,Pune Branch,Administration,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM007,Laser Printer,8443,1,0.0,32389.95,18,0.0,0.0,0.0,INV-0013213,UPI,Cleared,purchase1,Normal,0,,Normal,,,
24-12-2026,2024-25,VCH-013214,Journal,Ahmedabad Branch,Purchase,,,,,ITM006,Wireless Mouse,8471,1,0.0,128457.27,18,0.0,0.0,0.0,INV-0013214,NEFT,Cleared,accounts2,Normal,0,,Normal,,,
20-06-2025,2026-27,VCH-013215,Sales,Ahmedabad Branch,Administration,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM003,24-inch Monitor,8528,14,12695.95,177743.3,18,0.0,0.0,31993.79,INV-0013215,Cash,Cleared,accounts1,Normal,1,Wrong Tax Rate,High,,,Applied tax rate is inconsistent with the expected rate.
09-09-2025,2024-25,VCH-013216,Purchase,Bengaluru Branch,Sales,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM007,Laser Printer,8443,6,13736.72,82420.32,18,7417.83,7417.83,0.0,INV-0013216,RTGS,Partly Paid,accounts2,Normal,0,,Normal,,,
04-05-2026,2025-26,VCH-013217,Journal,Bengaluru Branch,Purchase,,,,,ITM009,Wi-Fi Router,8517,1,0.0,25488.9,18,0.0,0.0,0.0,INV-0013217,NEFT,Cleared,accounts1,Normal,0,,Normal,,,
19-06-2025,2024-25,VCH-013218,Sales,Bengaluru Branch,Administration,CUST002,Bright Retail,0,Gujarat,ITM010,1080p Webcam,8525,7,4789.15,33524.05,18,0.0,0.0,6034.33,INV-0013218,Credit,Cleared,admin,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
09-11-2025,2026-27,VCH-013219,Purchase Return,Pune Branch,Warehouse,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM012,UPS 1KVA,8504,14,5500.92,-77012.88,18,0.0,0.0,-13862.32,INV-0013219,UPI,Cleared,sales2,Normal,0,,Normal,,,
08-04-2025,2024-25,VCH-013220,Sales,Mumbai HO,Warehouse,CUST007,Nova Digital,36ABCDE7890M1Z9,Telangana,ITM009,Wi-Fi Router,8517,15,5217.04,78255.6,18,0.0,0.0,14086.01,INV-0013220,RTGS,Pending,sales2,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
31-03-2026,2024-25,VCH-013221,Credit Note,Mumbai HO,Sales,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM011,Network Switch,8517,1,6758.07,-6758.07,18,-608.23,-608.23,0.0,INV-0048456,RTGS,Partly Paid,accounts1,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0048456,Invoice identifier appears duplicated or reused.
05-09-2026,2025-26,VCH-013222,Purchase Return,Ahmedabad Branch,Purchase,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM001,Business Laptop,8471,8,36071.81,-288574.48,18,0.0,0.0,-51943.41,INV-0057445,NEFT,Cleared,sales1,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0057445,Invoice identifier appears duplicated or reused.
26-01-2026,2025-26,VCH-013223,Purchase,Mumbai HO,Sales,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM010,1080p Webcam,8525,12,3516.21,42194.52,18,0.0,0.0,7595.01,INV-0013223,NEFT,Partly Paid,sales1,Normal,0,,Normal,,,
05-10-2025,2025-26,VCH-013224,Sales,Bengaluru Branch,Sales,CUST005,Evergreen Solutions,27ABCDE5678K1Z1,Maharashtra,ITM005,Mechanical Keyboard,8471,11,3469.6,38165.6,18,3434.9,3434.9,0.0,INV-0008024,UPI,Cleared,purchase1,Normal,1,Duplicate Invoice,High,Unique invoice number,INV-0008024,Invoice identifier appears duplicated or reused.
04-02-2026,2024-25,VCH-013225,Sales,Bengaluru Branch,Warehouse,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM012,UPS 1KVA,8504,13,7928.36,103068.68,18,0.0,0.0,18552.36,INV-0013225,Credit,Cleared,admin,Normal,0,,Normal,,,
07-04-2026,2024-25,VCH-013226,Payment,Ahmedabad Branch,Administration,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM002,Gaming Laptop,8471,1,0.0,184261.92,18,0.0,0.0,0.0,INV-0013226,NEFT,Cleared,accounts2,Normal,0,,Normal,,,
30-07-2025,2025-26,VCH-013227,Sales Return,Ahmedabad Branch,Purchase,CUST003,City Systems,29ABCDE3456H1Z3,Karnataka,ITM004,27-inch Monitor,8528,14,15051.13,-210715.82,18,0.0,0.0,-37928.85,INV-0013227,Cash,Cleared,accounts1,Normal,0,,Normal,,,
21-06-2025,2024-25,VCH-013228,Sales,Pune Branch,Administration,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM001,Business Laptop,8471,1,54209.6,54209.6,18,0.0,0.0,9757.73,INV-0013228,NEFT,Pending,sales2,Normal,1,Unusual Voucher Sequence,Medium,,,Voucher sequence is inconsistent with expected chronological numbering.
11-08-2025,2024-25,VCH-013229,Purchase,Ahmedabad Branch,Warehouse,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM012,UPS 1KVA,8504,14,4869.4,68171.6,18,6135.44,6135.44,0.0,INV-0013229,NEFT,Cleared,admin,Normal,1,Duplicate Payment,High,,,Payment pattern is consistent with a duplicate settlement.
21-03-2027,2026-27,VCH-013230,Sales,Pune Branch,Warehouse,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM002,Gaming Laptop,8471,15,86892.87,1303393.05,18,0.0,0.0,234610.75,INV-0013230,Cash,Cleared,sales2,Normal,1,Backdated Entry,Medium,,,Voucher date is unusually far behind the surrounding transaction period.
10-09-2026,2025-26,VCH-013231,Payment,Mumbai HO,Sales,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM007,Laser Printer,8443,1,0.0,6302.62,18,0.0,0.0,0.0,INV-0013231,NEFT,Pending,accounts2,Normal,0,,Normal,,,
01-07-2025,2026-27,VCH-013232,Payment,Ahmedabad Branch,Warehouse,SUP003,Nova Electronics,07SUPPL3456C1Z3,Delhi,ITM002,Gaming Laptop,8471,1,0.0,227024.26,18,0.0,0.0,0.0,INV-0013232,UPI,Pending,accounts2,Normal,0,,Normal,,,
06-11-2025,2025-26,VCH-013233,Receipt,Pune Branch,Administration,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM004,27-inch Monitor,8528,1,0.0,241028.73,18,0.0,0.0,0.0,INV-0013233,Credit,Partly Paid,accounts1,Normal,0,,Normal,,,
26-01-2026,2025-26,VCH-013234,Sales,Mumbai HO,IT Support,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM012,UPS 1KVA,8504,8,7807.44,62459.52,18,0.0,0.0,11242.71,INV-0013234,Bank,Pending,admin,Normal,0,,Normal,,,
11-08-2025,2025-26,VCH-013235,Purchase,Bengaluru Branch,Warehouse,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM012,UPS 1KVA,8504,3,5622.71,16868.13,18,0.0,0.0,3036.26,INV-0013235,Bank,Cleared,purchase1,Normal,1,Round Amount,Low,,,Large exact-round transaction warrants manual review.
13-12-2026,2025-26,VCH-013236,Purchase Return,Ahmedabad Branch,IT Support,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM004,27-inch Monitor,8528,8,14543.75,-116350.0,18,0.0,0.0,-20943.0,INV-0013236,UPI,Cleared,sales1,Normal,1,Invalid GSTIN,High,,,GST identification value is syntactically or logically invalid.
16-02-2027,2025-26,VCH-013237,Purchase,Ahmedabad Branch,IT Support,SUP002,Metro Wholesale,24SUPPL2345B1Z4,Gujarat,ITM005,Mechanical Keyboard,8471,3,2882.5,8647.5,18,0.0,0.0,1556.55,INV-0013237,Cash,Cleared,sales1,Normal,0,,Normal,,,
26-09-2025,2025-26,VCH-013238,Debit Note,Mumbai HO,Warehouse,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM009,Wi-Fi Router,8517,1,5428.12,5428.12,18,0.0,0.0,977.06,INV-0013238,UPI,Cleared,accounts2,Normal,0,,Normal,,,
13-04-2025,2026-27,VCH-013239,Payment,Ahmedabad Branch,Warehouse,SUP004,Galaxy Distribution,29SUPPL4567D1Z2,Karnataka,ITM012,UPS 1KVA,8504,1,0.0,21922.32,18,0.0,0.0,0.0,INV-0013239,Cash,Cleared,accounts1,Normal,0,,Normal,,,
12-10-2025,2024-25,VCH-013240,Sales,Bengaluru Branch,Purchase,CUST002,Bright Retail,24ABCDE2345G1Z4,Gujarat,ITM012,UPS 1KVA,8504,14,7322.71,102517.94,18,0.0,0.0,18453.23,INV-0013240,Bank,Cleared,accounts2,Normal,0,,Normal,,,
31-05-2026,2025-26,VCH-013241,Purchase,Mumbai HO,IT Support,SUP002,Metro Wholesale,0,Gujarat,ITM007,Laser Printer,8443,11,12116.43,133280.73,18,0.0,0.0,23990.53,INV-0013241,UPI,Cleared,purchase1,Normal,1,GST Mismatch,High,0,0,Recorded tax does not reconcile with the taxable amount and tax rate.
12-11-2026,2025-26,VCH-013242,Receipt,Pune Branch,Administration,CUST004,Delta Distributors,07ABCDE4567J1Z2,Delhi,ITM010,1080p Webcam,8525,1,0.0,157276.7,18,0.0,0.0,0.0,INV-0013242,NEFT,Cleared,sales2,Normal,0,,Normal,,,
04-12-2025,2024-25,VCH-013243,Sales Return,Ahmedabad Branch,Purchase,CUST006,Metro Office Mart,33ABCDE6789L1Z0,Tamil Nadu,ITM003,24-inch Monitor,8528,7,8563.85,-59946.95,18,0.0,0.0,-10790.45,INV-0013243,Cash,Cleared,purchase1,Normal,0,,Normal,,,
17-10-2025,2024-25,VCH-013244,Purchase,Mumbai HO,Warehouse,SUP006,Western Tech Imports,27SUPPL6789F1Z0,Maharashtra,ITM005,Mechanical Keyboard,8471,4,2459.35,9837.4,18,885.37,885.37,0.0,INV-0013244,RTGS,Cleared,accounts1,Normal,0,,Normal,,,
29-09-2025,2026-27,VCH-013245,Purchase,Ahmedabad Branch,IT Support,SUP005,Shree Computer Supplies,33SUPPL5678E1Z1,Tamil Nadu,ITM003,24-inch Monitor,8528,14,9938.18,139134.52,18,0.0,0.0,25044.21,INV-0013245,NEFT,Cleared,accounts2,Normal,0,,Normal,,,
